ra,dec,l,b,parallax,pmra,pmdec,g,bp,rp,parallax_error,ruwe
57.69172558076782,22.814549064157436,168.22922540224434,-23.889260325528888,0.3807797580982566,0.9990154830600796,-1.767989878008513,19.013113,19.581823,18.410122,0.25888893,0.9585701
57.686721523023856,22.81640051493596,168.2241663769524,-23.891078919881423,0.4593936269239476,0.8336100533492196,-5.196441345208343,19.089634,19.94122,18.199118,0.26937783,0.930514
57.68728629515159,22.808677152090528,168.23037734518354,-23.89633952467966,,,,21.656322,20.011019,18.049774,,
57.66494417068979,22.82690034045837,168.2003153632051,-23.897211938130663,-0.5139760190825426,6.081265278331598,-3.575704735830228,19.589699,20.00725,19.063416,0.38990685,1.0087677
57.668159525020286,22.839288341181817,168.193379454658,-23.8861652859258,,,,20.99817,21.790998,19.833538,,
57.67043128278837,22.83962868786476,168.19479019764586,-23.884481458828937,1.4028211065536291,22.304461001734047,-12.740546854707112,18.608467,20.005653,17.41373,0.20135298,1.043371
57.690199359632736,22.84685861292023,168.20386054802898,-23.86672301658586,,,,20.913555,20.385101,19.603052,,
57.685683124713634,22.85505190664347,168.19440279935802,-23.86361762715807,0.3024812799080373,-0.991827812761462,-4.416449692225809,16.428837,16.890898,15.788399,0.05900109,1.0639019
57.66409951876742,22.840374249876625,168.18958710236805,-23.88794169725079,0.7587378773534514,1.2604474144451183,-9.718490735664515,18.885994,19.779615,17.956627,0.23174083,0.9803047
57.68223611142555,22.866686308674,168.1831485355358,-23.857331576101434,0.8031352438338257,5.848865540697261,-5.73543800312419,16.431305,17.023745,15.698868,0.05323019,0.9501847
57.678505900866554,22.85328514229275,168.1904661991533,-23.869440318796677,1.315273403017276,6.040665714144527,-3.0040847686362073,12.208459,12.775488,11.491929,0.013977271,1.127733
56.11532476720557,22.779888444761948,167.08413177025648,-24.90199915504918,0.3824438226093981,1.8883232766857083,-2.8578500378816076,18.781174,19.5352,18.030249,0.20135924,1.0141995
56.121599111530394,22.782310970871745,167.0870565804611,-24.8963162485327,0.5038351806590431,2.852105080262441,0.2861287455473094,18.232956,18.905554,17.480452,0.14066985,0.9483939
56.028093851142465,22.777435633913125,167.02026806670983,-24.95786216786785,0.9171346177263874,2.4261310268281777,7.479276895658918,17.68454,18.761684,16.670738,0.10725859,0.99959373
56.05786837010132,22.77381723216605,167.04537887636258,-24.94210135817557,0.4814018876459644,1.837747406917677,-4.8822012321401145,15.923622,16.391092,15.290027,0.042167537,0.9826063
56.07407801684025,22.773883211779253,167.05753681157495,-24.932009451034418,0.6145367556172087,0.3235596926038308,-1.0522904364696402,18.684649,19.295721,17.94562,0.20280196,0.98286
56.07562357072681,22.78478389677388,167.0506225149489,-24.92297947344616,1.0107460128198034,2.9137487259924746,-10.878804804435594,20.467985,21.113298,19.138565,1.0185676,1.1389914
56.06897484032043,22.77672171459916,167.05159068877035,-24.933069363282524,1.63740035824458,13.310217864856725,1.8494283768934632,11.76228,12.1759615,11.158963,0.15200227,9.244306
56.0901062227672,22.78104763158887,167.06429383891094,-24.916772099472524,0.0642886940625306,1.8397975524777344,1.004353944505323,18.581085,19.10909,17.7273,0.1743571,1.0435587
56.090003201514655,22.78124555908487,167.06406960245954,-24.9166893942717,,,,20.721481,,,,
56.09597533047094,22.78146154787404,167.0684046424499,-24.912828329530388,3.4392879429931895,0.5474759298828618,-9.507313496404764,20.833416,20.921331,19.591604,2.1112766,1.0042379
56.111046301256515,22.78887051562362,167.0742546281541,-24.89800242718313,-0.1619910855042105,1.544893629762928,-0.4623221576062855,20.223171,21.119984,19.441011,0.5587991,1.0759441
56.11329504590717,22.795195091026677,167.0712589310018,-24.891926713805265,-0.1550116154530045,-0.69589514062903,-6.094810393511304,19.449121,20.17666,18.755043,0.31807914,1.037739
56.08828114729003,22.794465323082544,167.05297671386816,-24.90796790287163,0.1057933766704084,0.2740488616483332,-0.3290692246872863,15.059395,15.733085,14.261977,0.030110357,1.0347749
56.079221281743024,22.79030827182729,167.04923745945229,-24.9166594459155,0.273877032095464,2.7674838912969553,-3.327736367416594,16.869213,17.356821,16.194386,0.068803005,1.0170665
56.101693324690295,22.800243012785277,167.05878877544578,-24.895379423849224,0.2167189782245009,0.2991706319884105,-1.5537318830629492,19.674788,20.336824,18.992098,0.37601772,1.0791435
56.05065863206448,22.776535368899456,167.03793451914504,-24.944554222640384,0.4341509914523622,-1.316113991288023,-8.324646064819738,19.376719,20.283772,18.558435,0.29762554,0.99030584
56.07027777707747,22.793413779396193,167.040203449259,-24.919900033596743,1.7690282844537704,17.466337682686415,-7.277232471443392,20.319832,21.028387,19.090345,0.6559878,0.93980014
56.04186424248589,22.78799611115198,167.02281954441762,-24.941510988643863,1.9735720432805888,9.343707683077769,-30.214152090631536,17.280603,18.61028,16.155783,0.08707111,0.98484427
56.05220279007934,22.81020243832292,167.01415760149598,-24.91865801778012,3.8762300287188514,-14.181305123454576,17.129176907157746,13.1655035,13.697754,12.480882,0.01407692,0.96252066
56.07119372301372,22.79653879124015,167.03857775700254,-24.917018193118896,0.9781513390077656,6.070220002082238,-4.094560362430837,19.626772,20.658789,18.532953,0.35888508,0.99518627
56.0849417753854,22.818177812170084,167.03289524624654,-24.89247657476669,0.2371598250409485,-2.526671164892807,-1.547243792353934,19.090456,19.568398,18.42394,0.25718835,0.9622232
56.06416898193132,22.809872840801564,167.02341137717823,-24.91149262262062,2.535505312237423,27.45237402213583,-39.305251639652326,19.858053,21.607824,18.559603,0.4876581,0.96078044
56.06780928711858,22.813403382032675,167.0235367726949,-24.90662315848229,-0.2254537710217576,-0.8654618164628625,-2.1632668844235905,19.90881,20.570242,19.30844,0.4401643,0.9869739
56.0735579121355,22.826687341583927,167.01802488228117,-24.89322375035496,0.7934417061732336,3.0076620433015444,-4.970136572118015,17.356573,18.155336,16.48622,0.101169996,0.9713483
56.0678357478498,22.82311466716229,167.01636392263967,-24.89941326890516,-0.0649109122616353,13.56103193077668,-18.248367553494074,20.554321,21.53906,19.312553,0.7645025,1.0708779
56.06757270133256,22.81829601765301,167.0197347929909,-24.903145545118925,2.146985930945855,-1.28205058911393,-4.916537588381092,20.686886,21.445477,19.463846,1.482252,0.9767455
56.07322294725925,22.827995303957906,167.01680408035142,-24.892462319134683,1.2954760865196944,1.1294556344930715,-3.7407505882660494,15.336371,15.881554,14.631697,0.03506147,0.947222
56.07183973361905,22.824955858430684,167.0180140758303,-24.89557019590228,0.915415203116288,2.8143718513441662,-5.012536255540064,17.68378,18.619589,16.759983,0.12096408,1.0855129
56.078230407241634,22.81688083183552,167.028805059806,-24.89759377790763,0.3705392809829284,8.559797344027043,-4.667960442777523,15.934608,16.429846,15.266024,0.04482115,1.0832611
56.02992344683727,22.790955468550756,167.01163217635354,-24.946712038340305,0.1474510166004545,4.155780720666025,-4.050535338434337,18.57963,19.01096,17.928185,0.18000412,0.92229867
56.02341324924615,22.78957302140563,167.00775107545653,-24.95176689917194,,,,21.082058,21.44004,19.904955,,
56.02882047065148,22.79571744814328,167.00727430483605,-24.94386644307203,0.4900017094049725,-0.5496962179328564,-1.500403019522221,19.330067,19.844934,18.7532,0.2991795,1.0391781
